,security_name,isin,sector,total_weight_pct,num_funds_holding,avg_weight_pct,coverage_pct
605,Voltamp Transformers Ltd,INE540H01012,Industrials,1.60215,2,0.16,20.0
221,Grindwell Norton Ltd,INE536A01023,Industrials,1.6454499999999999,3,0.16,30.0
339,Le Travenues Technology Ltd,INE0HV901016,Consumer Cyclical,1.55154,1,0.16,10.0
86,Birlasoft Ltd,INE836A01035,Technology,1.54123,4,0.15,40.0
211,Godrej Agrovet Ltd Ordinary Shares,INE850D01014,Consumer Defensive,1.5108100000000002,2,0.15,20.0
109,Carraro India Ltd,INE0V7W01012,Consumer Cyclical,1.52081,2,0.15,20.0
406,PG Electroplast Ltd,INE457L01029,Technology,1.4782000000000002,5,0.15,50.0
203,Gillette India Ltd,INE322A01010,Consumer Defensive,1.51725,1,0.15,10.0
282,International Gemmological Institute (India) Ltd,INE0Q9301021,Basic Materials,1.4619,1,0.15,10.0
394,Oil & Natural Gas Corp Ltd,INE213A01029,Energy,1.49429,1,0.15,10.0
554,Tega Industries Ltd,INE011K01018,Industrials,1.4897,1,0.15,10.0
44,Apollo Hospitals Enterprise Ltd,INE437A01024,Healthcare,1.49297,1,0.15,10.0
313,KSB Ltd,INE999A01023,Industrials,1.49712,2,0.15,20.0
462,Rossari Biotech Ltd Ordinary Shares,INE02A801020,Basic Materials,1.3758,1,0.14,10.0
468,SKF India Ltd,INE640A01023,Industrials,1.35604,1,0.14,10.0
616,Yatharth Hospital and Trauma Care Services Ltd,INE0JO301016,Healthcare,1.38397,1,0.14,10.0
490,Sharda Cropchem Ltd,INE221J01015,Basic Materials,1.41384,1,0.14,10.0
228,H.G. Infra Engineering Ltd Ordinary Shares,INE926X01010,Industrials,1.35015,2,0.14,20.0
264,India Shelter Finance Corporation Ltd,INE922K01024,Financial Services,1.36642,2,0.14,20.0
314,Kajaria Ceramics Ltd,INE217B01036,Industrials,1.42924,2,0.14,20.0
372,NBCC India Ltd,INE095N01031,Industrials,1.41068,1,0.14,10.0
390,Nitin Spinners Ltd,INE229H01012,Consumer Cyclical,1.38344,3,0.14,30.0
398,Orchid Pharma Ltd,INE191A01027,Healthcare,1.44613,3,0.14,30.0
471,Sagility India Ltd,INE0W2G01015,Healthcare,1.26641,1,0.13,10.0
412,Paradeep Phosphates Ltd,INE088F01024,Basic Materials,1.27757,1,0.13,10.0
475,Samvardhana Motherson International Ltd,INE775A01035,Consumer Cyclical,1.32438,3,0.13,30.0
4,ASK Automotive Ltd,INE491J01022,Consumer Cyclical,1.33327,1,0.13,10.0
488,Sequent Scientific Ltd,INE807F01027,Healthcare,1.32526,1,0.13,10.0
537,TBO Tek Ltd,INE673O01025,Consumer Cyclical,1.31412,3,0.13,30.0
69,Bajaj Electricals Ltd,INE193E01025,Consumer Cyclical,1.31257,2,0.13,20.0
322,Kirloskar Brothers Ltd,INE732A01036,Industrials,1.33955,1,0.13,10.0
340,Lemon Tree Hotels Ltd,INE970X01018,Consumer Cyclical,1.3151,2,0.13,20.0
135,Cyient Ltd,INE136B01020,Industrials,1.28352,2,0.13,20.0
437,Quess Corp Ltd,INE615P01015,Industrials,1.34934,2,0.13,20.0
611,Whirlpool of India Ltd,INE716A01013,Consumer Cyclical,1.34466,2,0.13,20.0
304,Just Dial Ltd,INE599M01018,Communication Services,1.26291,2,0.13,20.0
524,Sundrop Brands Ltd,INE209A01019,Consumer Defensive,1.2519,1,0.13,10.0
586,VRL Logistics Ltd,INE366I01010,Industrials,1.15888,2,0.12,20.0
461,Rolex Rings Ltd,INE645S01016,Industrials,1.2469000000000001,4,0.12,40.0
376,NLC India Ltd,INE589A01014,Utilities,1.22607,2,0.12,20.0
278,Innova Captab Ltd,INE0DUT01020,Healthcare,1.16615,3,0.12,30.0
331,L.G.Balakrishnan & Bros Ltd,INE337A01034,Consumer Cyclical,1.16829,2,0.12,20.0
357,Marathon Nextgen Realty Ltd,INE182D01020,Real Estate,1.21064,1,0.12,10.0
485,Schneider Electric Infrastructure Ltd,INE839M01018,Industrials,1.1539,1,0.12,10.0
565,Titagarh Rail Systems Ltd,INE615H01020,Industrials,1.20625,2,0.12,20.0
609,Welspun Living Ltd,INE192B01031,Consumer Cyclical,1.23433,2,0.12,20.0
253,Housing & Urban Development Corp Ltd,INE031A01017,Financial Services,1.20806,1,0.12,10.0
442,RHI Magnesita India Ltd,INE743M01012,Industrials,1.18469,3,0.12,30.0
312,KPIT Technologies Ltd,INE04I401011,Technology,1.24885,2,0.12,20.0
120,Cholamandalam Investment and Finance Co Ltd,INE121A01024,Financial Services,1.16198,1,0.12,10.0
87,Blackbuck Ltd,INE0UIZ01018,Technology,1.22564,2,0.12,20.0
88,Blue Dart Express Ltd,INE233B01017,Industrials,1.15738,2,0.12,20.0
22,Ahluwalia Contracts (India) Ltd,INE758C01029,Industrials,1.15915,1,0.12,10.0
3,ACME Solar Holdings Ltd,INE622W01025,Utilities,1.24681,2,0.12,20.0
5,AWL Agri Business Ltd,INE699H01024,Consumer Defensive,1.16953,2,0.12,20.0
15,Aditya Vision Ltd,INE679V01027,Consumer Cyclical,1.23299,1,0.12,10.0
126,Computer Age Management Services Ltd Ordinary Shares,INE596I01012,Technology,1.13324,2,0.11,20.0
593,Vedanta Ltd,INE205A01025,Basic Materials,1.1221800000000002,2,0.11,20.0
146,Digitide Solutions Ltd,INE0U4701011,Industrials,1.08544,3,0.11,30.0
222,Gufic Biosciences Ltd,INE742B01025,Healthcare,1.06541,1,0.11,10.0
425,Power Finance Corp Ltd,INE134E01011,Financial Services,1.11778,1,0.11,10.0
10,Aditya Birla Fashion and Retail Ltd,INE647O01011,Consumer Cyclical,1.08969,3,0.11,30.0
547,Tata Consumer Products Ltd,INE192A01025,Consumer Defensive,1.06088,2,0.11,20.0
269,Indigo Paints Ltd Ordinary Shares,INE09VQ01012,Basic Materials,1.06796,2,0.11,20.0
384,Neogen Chemicals Ltd,INE136S01016,Basic Materials,1.07367,2,0.11,20.0
305,Jyothy Labs Ltd,INE668F01031,Consumer Defensive,1.12893,4,0.11,40.0
361,Max Financial Services Ltd,INE180A01020,Financial Services,1.13093,1,0.11,10.0
608,Welspun Enterprises Ltd,INE625G01013,Industrials,1.09176,1,0.11,10.0
301,Juniper Hotels Ltd,INE696F01016,Consumer Cyclical,1.0737700000000001,2,0.11,20.0
107,CarTrade Tech Ltd,INE290S01011,Consumer Cyclical,1.10977,1,0.11,10.0
299,Jubilant Ingrevia Ltd Ordinary Shares,INE0BY001018,Basic Materials,1.05359,2,0.11,20.0
534,Syrma SGS Technology Ltd,INE0DYJ01015,Technology,1.06061,2,0.11,20.0
61,Avalon Technologies Ltd,INE0LCL01028,Technology,1.1413200000000001,2,0.11,20.0
29,Alivus Life Sciences Ltd,INE03Q201024,Healthcare,1.07783,2,0.11,20.0
17,Aegis Vopak Terminals Ltd,INE0INX01018,Energy,1.0056100000000001,2,0.1,20.0
435,Prudent Corporate Advisory Services Ltd,INE00F201020,Financial Services,0.96343,2,0.1,20.0
169,Equitas Small Finance Bank Ltd Ordinary Shares,INE063P01018,Financial Services,1.01912,2,0.1,20.0
393,Oberoi Realty Ltd,INE093I01010,Real Estate,0.99116,1,0.1,10.0
155,EIH Ltd,INE230A01023,Consumer Cyclical,0.95283,1,0.1,10.0
422,Polycab India Ltd,INE455K01017,Industrials,1.01729,1,0.1,10.0
439,R R Kabel Ltd,INE777K01022,Industrials,0.98135,2,0.1,20.0
542,TVS Holdings Ltd,INE105A01035,Consumer Cyclical,0.98452,1,0.1,10.0
118,Chemplast Sanmar Ltd,INE488A01050,Basic Materials,1.0477,2,0.1,20.0
115,Cera Sanitaryware Ltd,INE739E01017,Industrials,0.98473,1,0.1,10.0
536,TARC Ltd Ordinary Shares,INE0EK901012,Real Estate,1.03596,1,0.1,10.0
476,Sanathan Textiles Ltd,INE0JPD01013,Consumer Cyclical,1.01771,2,0.1,20.0
297,Jindal Saw Ltd,INE324A01032,Basic Materials,0.97472,3,0.1,30.0
75,Bata India Ltd,INE176A01028,Consumer Cyclical,1.01353,2,0.1,20.0
7,Aarti Industries Ltd,INE769A01020,Basic Materials,1.02935,4,0.1,40.0
573,UNO Minda Ltd,INE405E01023,Consumer Cyclical,0.8627400000000001,2,0.09,20.0
353,Mahindra Lifespace Developers Ltd,INE813A01018,Real Estate,0.9127000000000001,3,0.09,30.0
85,Birla Corp Ltd,INE340A01012,Basic Materials,0.94521,2,0.09,20.0
46,Aptus Value Housing Finance India Ltd,INE852O01025,Financial Services,0.94118,2,0.09,20.0
399,Orient Electric Ltd Ordinary Shares,INE142Z01019,Consumer Cyclical,0.94105,3,0.09,30.0
499,Smartworks Coworking Spaces Ltd,INE0NAZ01010,Real Estate,0.92923,1,0.09,10.0
82,Bharat Heavy Electricals Ltd,INE257A01026,Industrials,0.88247,1,0.09,10.0
459,Repco Home Finance Ltd,INE612J01015,Financial Services,0.87705,2,0.09,20.0
43,Apeejay Surrendra Park Hotels Ltd,INE988S01028,Consumer Cyclical,0.93238,3,0.09,30.0
114,Century Plyboards (India) Ltd,INE348B01021,Basic Materials,0.85617,2,0.09,20.0
284,Ion Exchange (India) Ltd,INE570A01022,Industrials,0.8989199999999999,2,0.09,20.0
599,Vinati Organics Ltd,INE410B01037,Basic Materials,0.89053,2,0.09,20.0
68,Bajaj Consumer Care Ltd,INE933K01021,Consumer Defensive,0.91784,2,0.09,20.0
429,Prestige Estates Projects Ltd,INE811K01011,Real Estate,0.88248,1,0.09,10.0
57,AstraZeneca Pharma India Ltd,INE203A01020,Healthcare,0.85893,1,0.09,10.0
355,Manappuram Finance Ltd,INE522D01027,Financial Services,0.85814,1,0.09,10.0
618,ZF Commercial Vehicle Control Systems India Ltd,INE342J01019,Consumer Cyclical,0.87478,1,0.09,10.0
258,IIFL Finance Ltd,INE530B01024,Financial Services,0.92265,1,0.09,10.0
53,Asian Paints Ltd,INE021A01026,Basic Materials,0.89486,1,0.09,10.0
575,UTI Asset Management Co Ltd,INE094J01016,Financial Services,0.8937900000000001,2,0.09,20.0
517,Sula Vineyards Ltd,INE142Q01026,Consumer Defensive,0.77654,2,0.08,20.0
540,TD Power Systems Ltd,INE419M01027,Industrials,0.79575,1,0.08,10.0
158,EPL Ltd Ordinary Shares,INE255A01020,Consumer Cyclical,0.7572000000000001,2,0.08,20.0
179,FIEM Industries Ltd,INE737H01014,Consumer Cyclical,0.83774,1,0.08,10.0
457,Redtape Ltd,INE0LXT01019,Consumer Cyclical,0.75345,1,0.08,10.0
481,Sapphire Foods India Ltd,INE806T01020,Consumer Cyclical,0.75485,2,0.08,20.0
112,Cello World Ltd,INE0LMW01024,Consumer Cyclical,0.79987,1,0.08,10.0
186,Finolex Industries Ltd,INE183A01024,Industrials,0.81289,1,0.08,10.0
343,Lumax Auto Technologies Ltd,INE872H01027,Consumer Cyclical,0.77502,2,0.08,20.0
248,Hindustan Unilever Ltd,INE030A01027,Consumer Defensive,0.75296,1,0.08,10.0
351,Maharashtra Seamless Ltd,INE271B01025,Basic Materials,0.76615,2,0.08,20.0
193,GMM Pfaudler Ltd,INE541A01023,Industrials,0.84309,2,0.08,20.0
577,Unichem Laboratories Ltd,INE351A01035,Healthcare,0.75772,1,0.08,10.0
210,Godawari Power & Ispat Ltd,INE177H01039,Basic Materials,0.78776,1,0.08,10.0
451,Rategain Travel Technologies Ltd,INE0CLI01024,Technology,0.83805,2,0.08,20.0
561,Thyrocare Technologies Ltd,INE594H01019,Healthcare,0.82369,2,0.08,20.0
521,Sundaram Fasteners Ltd,INE387A01021,Consumer Cyclical,0.79063,1,0.08,10.0
418,Piramal Pharma Ltd,INE0DK501011,Healthcare,0.84817,1,0.08,10.0
149,Dodla Dairy Ltd,INE021O01019,Consumer Defensive,0.7792,1,0.08,10.0
124,Coforge Ltd,INE591G01025,Technology,0.762,1,0.08,10.0
249,Hitachi Energy India Ltd Ordinary Shares,INE07Y701011,Industrials,0.77405,2,0.08,20.0
410,PTC Industries Ltd,INE596F01018,Industrials,0.76828,1,0.08,10.0
413,Pearl Global Industries Ltd,INE940H01022,Consumer Cyclical,0.83884,1,0.08,10.0
6,Aadhar Housing Finance Ltd,INE883F01010,Financial Services,0.77288,2,0.08,20.0
578,Union Bank of India,INE692A01016,Financial Services,0.6928799999999999,2,0.07,20.0
523,Sundaram Finance Ltd,INE660A01013,Financial Services,0.66485,1,0.07,10.0
232,HDFC Life Insurance Co Ltd,INE795G01014,Financial Services,0.68366,1,0.07,10.0
467,SJS Enterprises Ltd,INE284S01014,Consumer Cyclical,0.69759,1,0.07,10.0
289,JK Tyre & Industries Ltd,INE573A01042,Consumer Cyclical,0.67659,3,0.07,30.0
175,Eveready Industries India Ltd,INE128A01029,Industrials,0.65468,1,0.07,10.0
181,Fedbank Financial Services Ltd,INE007N01010,Financial Services,0.71082,1,0.07,10.0
177,Exide Industries Ltd,INE302A01020,Consumer Cyclical,0.7096,2,0.07,20.0
447,Ramco Cements Ltd,INE331A01037,Basic Materials,0.7281799999999999,2,0.07,20.0
377,NRB Bearings Ltd,INE349A01021,Consumer Cyclical,0.6799,1,0.07,10.0
243,Hikal Ltd,INE475B01022,Healthcare,0.73713,1,0.07,10.0
433,Procter & Gamble Health Ltd,INE199A01012,Healthcare,0.68068,1,0.07,10.0
326,Kolte-Patil Developers Ltd,INE094I01018,Real Estate,0.68893,1,0.07,10.0
41,Anupam Rasayan India Ltd,INE930P01018,Basic Materials,0.65296,1,0.07,10.0
549,Tata Steel Ltd,INE081A01020,Basic Materials,0.65733,1,0.07,10.0
49,Arvind Fashions Ltd,INE955V01021,Consumer Cyclical,0.6782900000000001,2,0.07,20.0
487,Senco Gold Ltd,INE602W01027,Consumer Cyclical,0.68026,2,0.07,20.0
346,MAS Financial Services Ltd Ordinary Shares,INE348L01012,Financial Services,0.66681,2,0.07,20.0
557,The Anup Engineering Ltd,INE294Z01018,Industrials,0.74537,1,0.07,10.0
450,Rashi Peripherals Ltd,INE0J1F01024,Technology,0.747,1,0.07,10.0
337,Laurus Labs Ltd,INE947Q01028,Healthcare,0.70964,1,0.07,10.0
191,G R Infraprojects Ltd,INE201P01022,Industrials,0.74518,2,0.07,20.0
262,ITC Ltd,INE154A01025,Consumer Defensive,0.63213,1,0.06,10.0
261,ISGEC Heavy Engineering Ltd,INE858B01029,Industrials,0.63235,1,0.06,10.0
13,Aditya Birla Sun Life AMC Ltd,INE404A01024,Financial Services,0.57613,2,0.06,20.0
374,NIIT Learning Systems Ltd,INE342G01023,Consumer Defensive,0.61821,2,0.06,20.0
246,Hindustan Aeronautics Ltd Ordinary Shares,INE066F01020,Industrials,0.57681,1,0.06,10.0
162,Ellenbarrie Industrial Gases Ltd,INE236E01022,Basic Materials,0.60082,2,0.06,20.0
128,Concord Enviro Systems Ltd,INE037Z01029,Utilities,0.6478200000000001,2,0.06,20.0
545,Tata Communications Ltd,INE151A01013,Communication Services,0.55301,1,0.06,10.0
448,Ramco Industries Ltd,INE614A01028,Industrials,0.61227,1,0.06,10.0
463,S H Kelkar & Co Ltd,INE500L01026,Basic Materials,0.64707,1,0.06,10.0
274,IndusInd Bank Ltd,INE095A01012,Financial Services,0.63234,1,0.06,10.0
122,Clean Science and Technology Ltd,INE227W01023,Basic Materials,0.60026,2,0.06,20.0
623,eMudhra Ltd,INE01QM01018,Technology,0.56449,1,0.06,10.0
242,Hi-Tech Pipes Ltd,INE106T01025,Basic Materials,0.56021,2,0.06,20.0
280,Insecticides (India) Ltd,INE070I01018,Basic Materials,0.59963,1,0.06,10.0
522,Sundaram Finance Holdings Ltd,INE202Z01029,Financial Services,0.60842,1,0.06,10.0
223,Gujarat Fluorochemicals Ltd Ordinary Shares,INE09N301011,Basic Materials,0.6046199999999999,2,0.06,20.0
200,Gateway Distriparks Ltd,INE079J01017,Industrials,0.59888,1,0.06,10.0
23,Ajanta Pharma Ltd,INE031B01049,Healthcare,0.64002,1,0.06,10.0
493,Shilpa Medicare Ltd,INE790G01031,Healthcare,0.64097,1,0.06,10.0
335,La Opala RG Ltd,INE059D01020,Consumer Cyclical,0.63067,1,0.06,10.0
527,Supreme Industries Ltd,INE195A01028,Industrials,0.5603,1,0.06,10.0
350,Mahanagar Gas Ltd,INE002S01010,Utilities,0.56667,1,0.06,10.0
34,Amara Raja Energy & Mobility Ltd,INE885A01032,Industrials,0.60086,1,0.06,10.0
100,CESC Ltd,INE486A01021,Utilities,0.5640700000000001,2,0.06,20.0
172,Eternal Ltd,INE758T01015,Consumer Cyclical,0.49922,1,0.05,10.0
254,ICRA Ltd,INE725G01011,Financial Services,0.54196,1,0.05,10.0
32,Allcargo Logistics Ltd,INE418H01029,Industrials,0.46801,1,0.05,10.0
28,Alicon Castalloy Ltd,INE062D01024,Industrials,0.51965,2,0.05,20.0
497,Signatureglobal (India) Ltd,INE903U01023,Real Estate,0.51855,1,0.05,10.0
319,Kewal Kiran Clothing Ltd,INE401H01017,Consumer Cyclical,0.49405,1,0.05,10.0
123,Coal India Ltd,INE522F01014,Energy,0.46585,1,0.05,10.0
19,Aether Industries Ltd,INE0BWX01014,Basic Materials,0.45801000000000003,2,0.05,20.0
283,Inventurus Knowledge Solutions Ltd,INE115Q01022,Healthcare,0.50314,1,0.05,10.0
67,Baazar Style Retail Ltd,INE01FR01028,Consumer Cyclical,0.45862,1,0.05,10.0
225,Gujarat State Fertilizers & Chemicals Ltd,INE026A01025,Basic Materials,0.52654,1,0.05,10.0
494,Shivalik Bimetal Controls Ltd,INE386D01027,Industrials,0.52629,1,0.05,10.0
555,Tejas Networks Ltd,INE010J01012,Technology,0.51888,1,0.05,10.0
606,Voltas Ltd,INE226A01021,Consumer Cyclical,0.52928,1,0.05,10.0
285,Ipca Laboratories Ltd,INE571A01038,Healthcare,0.5383,1,0.05,10.0
230,HDB Financial Services Ltd,INE756I01012,Financial Services,0.51216,1,0.05,10.0
303,Jupiter Wagons Ltd,INE209L01016,Industrials,0.50173,1,0.05,10.0
365,Metropolis Healthcare Ltd,INE112L01020,Healthcare,0.5106999999999999,2,0.05,20.0
551,Tech Mahindra Ltd,INE669C01036,Technology,0.50308,1,0.05,10.0
512,Stove Kraft Ltd Ordinary Shares,INE00IN01015,Consumer Cyclical,0.48598,1,0.05,10.0
271,Indoco Remedies Ltd,INE873D01024,Healthcare,0.496,2,0.05,20.0
360,Max Estates Ltd,INE03EI01018,Real Estate,0.54537,2,0.05,20.0
202,Genus Power Infrastructures Ltd,INE955D01029,Industrials,0.46994,1,0.05,10.0
167,Entero Healthcare Solutions Ltd,INE010601016,Healthcare,0.48121,1,0.05,10.0
589,Vardhman Special Steels Ltd,INE050M01012,Basic Materials,0.52788,1,0.05,10.0
30,Alkyl Amines Chemicals Ltd,INE150B01039,Basic Materials,0.46649,1,0.05,10.0
59,Aurobindo Pharma Ltd,INE406A01037,Healthcare,0.45913,1,0.05,10.0
244,Himadri Speciality Chemical Ltd,INE019C01026,Basic Materials,0.46268,1,0.05,10.0
